split,count,mean,median,max,min
test,31811,0.9741834585520732,0.9833333333333333,0.9833333333333333,0.0
train,221905,0.9832092562132444,0.9833333333333333,0.9833333333333333,0.0
val,33656,0.9746558315505902,0.9833333333333333,0.9833333333333333,0.0
