sample_id,stock_id,end_date,label,future_return_7,split,row_idx
300059_2024-09-20,300059,2024-09-20,1,1.2639405204416685,train,843
605117_2024-06-26,605117,2024-06-26,1,0.032302404041566,train,771
688082_2022-09-27,688082,2022-09-27,0,-0.3723981900452489,train,210
600887_2022-03-17,600887,2022-03-17,0,-0.0314516132349259,train,232
