Date,Open,High,Low,Close,Adj Close,Volume
2020-02-20,216.52000427246094,218.77000427246094,212.9499969482422,214.5800018310547,212.90921020507812,13109200
2020-02-21,213.47999572753906,214.24000549316406,208.8300018310547,210.17999267578125,208.54345703125,14092300
2020-02-24,201.8000030517578,203.64999389648438,198.1699981689453,200.72000122070312,199.15711975097656,23080100
2020-02-25,202.25,203.5,195.9499969482422,196.77000427246094,195.23788452148438,21433500
2020-02-26,197.19000244140625,201.2100067138672,195.49000549316406,197.1999969482422,195.66452026367188,16524500
2020-02-27,191.82000732421875,195.8800048828125,189.5,189.75,188.2725067138672,21682600
2020-02-28,182.6999969482422,192.74000549316406,181.82000732421875,192.47000122070312,190.97137451171875,32568900
2020-03-02,194.02999877929688,196.57000732421875,188.85000610351562,196.44000244140625,194.91046142578125,24949000
2020-03-03,196.22000122070312,197.24000549316406,183.97000122070312,185.88999938964844,184.44259643554688,27984100
2020-03-04,189.1699981689453,191.8300018310547,186.38999938964844,191.75999450683594,190.26687622070312,23062500
2020-03-05,186.77999877929688,188.99000549316406,183.88999938964844,185.1699981689453,183.7281951904297,19333400
2020-03-06,178.3300018310547,183.77999877929688,176.25999450683594,181.08999633789062,179.67999267578125,24559600
2020-03-09,169.60000610351562,175.0,165.19000244140625,169.5,168.18023681640625,29949000
2020-03-10,174.6699981689453,178.2899932861328,169.5,178.19000244140625,176.80255126953125,24517800
2020-03-11,174.00999450683594,175.8800048828125,167.66000366210938,170.24000549316406,168.91445922851562,20373900
2020-03-12,159.5399932861328,166.60000610351562,154.33999633789062,154.47000122070312,153.2672576904297,43266300
2020-03-13,163.52999877929688,170.7899932861328,157.60000610351562,170.27999877929688,168.95413208007812,35028600
2020-03-16,152.32000732421875,159.1300048828125,143.10000610351562,146.00999450683594,144.8730926513672,39120400
2020-03-17,150.74000549316406,153.94000244140625,140.0,149.4199981689453,148.25656127929688,34255600
2020-03-18,139.75,148.17999267578125,137.10000610351562,146.9600067138672,145.8157196044922,37553100
2020-03-19,146.6199951171875,159.92999267578125,144.8000030517578,153.1300048828125,151.93768310546875,39862300
2020-03-20,156.02000427246094,159.27000427246094,148.0,149.72999572753906,148.5641326904297,32568400
2020-03-23,149.66000366210938,152.30999755859375,142.25,148.10000610351562,146.9468231201172,29830800
2020-03-24,155.2100067138672,161.30999755859375,152.57000732421875,160.97999572753906,159.72654724121094,30440400
2020-03-25,158.9199981689453,162.99000549316406,153.05999755859375,156.2100067138672,154.99371337890625,35184300
2020-03-26,158.25,164.0,157.02000427246094,163.33999633789062,162.0681610107422,26556800
2020-03-27,158.1999969482422,160.08999633789062,154.75,156.7899932861328,155.5691680908203,24879900
